#,NAME,Gl(deg),Gb(deg),P0(s),P1,F0(Hz),DM(cm^-3pc),BINARY (type),Binary Period (days),Semi-major axis,BINCOMP,DIST(kpc),DIST_DM(kpc),AGE(Yr),EDOT(ergs/),PMTOT(mas/yr)
1424,J1749-2629,2.505,0.593,1.335388,1.72E-15,0.748846,409,*,*,*,*,5.28,5.28,12300000,28400000000000000000000000000000,*
764,B1507-44,327.586,11.729,0.943871,6.1E-16,1.059466,84,*,*,*,*,4.22,4.22,24500000,28600000000000000000000000000000,*
1967,J1854+0317,36.209,0.824,1.36645,1.85E-15,0.731824,404,*,*,*,*,7.95,7.95,11700000,28600000000000000000000000000000,*
1337,J1741+2758,52.347,26.663,1.360738,1.84E-15,0.734895,29.3,*,*,*,*,2.06,2.06,11700000,28800000000000000000000000000000,*
2491,J2235+1506,80.878,-36.444,0.059767,1.58E-19,16.731541,18.09,*,*,*,*,1.15,1.15,6010000000,29100000000000000000000000000000,18.028
213,B0621-04,213.792,-8.036,1.039076,8.3E-16,0.962393,70.83,*,*,*,*,4.28,4.28,19800000,29200000000000000000000000000000,*
2508,B2303+30,97.721,-26.657,1.575886,2.89E-15,0.634564,49.64,*,*,*,*,2.61,2.61,8630000,29200000000000000000000000000000,20.1
265,J0749-4247,257.066,-8.349,1.095452,9.77E-16,0.912865,104.59,*,*,*,*,2.36,2.36,17800000,29300000000000000000000000000000,*
813,J1532-5308,325.78,2.434,0.443825,6.5E-17,2.253142,181,*,*,*,*,4.45,4.45,108000000,29400000000000000000000000000000,*
2322,J1953+2732,64.205,0.059,1.333965,1.77E-15,0.749645,195.4,*,*,*,*,7.86,7.86,11900000,29500000000000000000000000000000,*
860,J1547-0944,358.314,33.573,1.576925,2.94E-15,0.634146,37.42,*,*,*,*,3.18,3.18,8500000,29600000000000000000000000000000,*
1648,J1821+0155,31.244,7.504,0.033781,2.9E-20,29.602148,51.75,*,*,*,*,2.29,2.29,18500000000,29700000000000000000000000000000,*
1134,B1658-37,347.756,2.834,2.454609,1.11E-14,0.407397,303.4,*,*,*,*,7.81,7.81,3490000,29700000000000000000000000000000,*
1231,J1720-3659,350.332,0.1,0.351125,3.27E-17,2.847992,381.6,*,*,*,*,5.11,5.11,170000000,29800000000000000000000000000000,*
720,J1433-6038,315.092,-0.197,1.95443,5.63E-15,0.511658,409,*,*,*,*,9.74,9.74,5500000,29800000000000000000000000000000,*
1225,B1718-02,20.134,18.936,0.477715,8.28E-17,2.093297,66.98,*,*,*,*,5.41,5.41,91400000,30000000000000000000000000000000,26.019
1728,J1829+2456,53.343,15.612,0.04101,5.25E-20,24.384401,13.8,BT,1.176,7.238,NS[clm+04],0.74,0.74,12400000000,30100000000000000000000000000000,*
1465,J1755-2725,2.432,-1.135,0.261955,1.37E-17,3.817454,115,*,*,*,*,2.83,2.83,302000000,30100000000000000000000000000000,*
168,B0525+21,183.856,-6.896,3.745539,4.01E-14,0.266984,50.94,*,*,*,*,2.28,2.28,1480000,30100000000000000000000000000000,21.19
558,J1243-5735,301.876,5.26,0.471225,8E-17,2.122129,270.6,*,*,*,*,19.2,19.2,93300000,30200000000000000000000000000000,*
2264,J1937+2950,64.504,4.115,1.657429,3.48E-15,0.603344,113.8,*,*,*,*,6.44,6.44,7540000,30200000000000000000000000000000,*
1652,J1821-1432,16.628,-0.168,1.915131,5.37E-15,0.522158,570,*,*,*,*,6.95,6.95,5650000,30200000000000000000000000000000,*
1589,J1811-4930,344.222,-14.267,1.432704,2.25E-15,0.697981,44,*,*,*,*,2.01,2.01,10100000,30300000000000000000000000000000,*
263,J0746-4529,259.203,-10.103,2.791025,1.67E-14,0.358291,134.57,*,*,*,*,5.71,5.71,2650000,30300000000000000000000000000000,*
1534,J1804-2228,7.722,-0.397,0.570511,1.43E-16,1.752816,424,*,*,*,*,5.33,5.33,63100000,30400000000000000000000000000000,*
880,J1554-5512,327.087,-1.175,3.418039,3.12E-14,0.292565,450,*,*,*,*,8.05,8.05,1740000,30800000000000000000000000000000,*
776,J1517-4356,328.85,11.463,0.650837,2.16E-16,1.536483,87.78,*,*,*,*,4.44,4.44,47900000,30900000000000000000000000000000,*
1778,J1835-0946,22.451,-0.999,0.379536,4.32E-17,2.634795,193.3,*,*,*,*,4.04,4.04,139000000,31200000000000000000000000000000,*
1584,J1811-1736,12.821,0.435,0.104182,9.01E-19,9.598591,476,BT,18.7792,34.7827,NS[mig00],5.93,5.93,1830000000,31500000000000000000000000000000,*
2236,J1931+1952,55.134,0.451,0.501123,1.01E-16,1.995518,441,*,*,*,*,22.62,22.62,78800000,31600000000000000000000000000000,*
1489,J1759-1956,9.366,1.845,2.843389,1.86E-14,0.351693,236.4,*,*,*,*,4.44,4.44,2430000,31900000000000000000000000000000,*
1631,J1818-1556,15.087,-0.227,0.952709,7.06E-16,1.049639,230,*,*,*,*,4.01,4.01,21400000,32200000000000000000000000000000,*
1797,J1837+1221,42.411,8.738,1.963532,6.2E-15,0.509286,100.6,*,*,*,*,6.1,6.1,5020000,32300000000000000000000000000000,*
431,J1055-6905,292.879,-8.504,2.919397,2.03E-14,0.342536,142.8,*,*,*,*,11.91,11.91,2270000,32300000000000000000000000000000,*
2533,J2346-0609,83.798,-64.014,1.181463,1.36E-15,0.846408,22.5,*,*,*,*,1.96,1.96,13700000,32600000000000000000000000000000,*
1046,J1640-4951,335.829,-2.218,0.739099,3.34E-16,1.352999,411.4,*,*,*,*,10.66,10.66,35100000,32700000000000000000000000000000,*
1560,J1808-1726,12.599,1.188,0.241035,1.16E-17,4.148783,536,*,*,*,*,8.57,8.57,329000000,32800000000000000000000000000000,*
783,J1518-0627,355.146,41.002,0.794997,4.18E-16,1.257867,27.96,*,*,*,*,2.69,2.69,30100000,32800000000000000000000000000000,*
2393,J2036+2835,70.413,-7.382,1.358727,2.09E-15,0.735983,99,*,*,*,*,6.78,6.78,10300000,32900000000000000000000000000000,*
787,J1519-6106,319.876,-3.216,2.154307,8.37E-15,0.464186,221,*,*,*,*,7.23,7.23,4080000,33100000000000000000000000000000,*
1484,J1758+3030,56.265,24.032,0.947256,7.2E-16,1.055681,34.9,*,*,*,*,2.67,2.67,20800000,33400000000000000000000000000000,*
1605,J1814-0521,23.905,5.73,1.014219,8.84E-16,0.98598,130,*,*,*,*,4.37,4.37,18200000,33500000000000000000000000000000,*
1096,J1652+2651,47.402,36.954,0.915803,6.54E-16,1.091937,40.8,*,*,*,*,2.93,2.93,22200000,33600000000000000000000000000000,*
2370,B2016+28,68.099,-3.983,0.557953,1.48E-16,1.792264,14.2,*,*,*,*,0.98,0.86,59700000,33700000000000000000000000000000,6.723
732,J1443-5122,320.135,7.717,0.732061,3.38E-16,1.366006,87,*,*,*,*,3.17,3.17,34300000,34000000000000000000000000000000,*
736,J1449-5846,317.72,0.664,0.46333,8.6E-17,2.158291,216.6,*,*,*,*,4.74,4.74,85400000,34100000000000000000000000000000,*
1367,J1746+2540,50.274,25.031,1.058148,1.05E-15,0.945047,51.5,*,*,*,*,4.16,4.16,16000000,34900000000000000000000000000000,*
1228,J1720-2446,0.443,6.986,0.874265,5.93E-16,1.143819,103,*,*,*,*,3.44,3.44,23400000,35000000000000000000000000000000,*
1107,J1654-3710,347.147,4.018,0.939165,7.35E-16,1.064775,302,*,*,*,*,13.15,13.15,20300000,35000000000000000000000000000000,*
1253,J1725-4043,347.874,-2.92,1.465071,2.79E-15,0.682561,203,*,*,*,*,4.8,4.8,8320000,35000000000000000000000000000000,*
1017,J1635-4513,338.731,1.475,1.594746,3.6E-15,0.627059,416,*,*,*,*,6.96,6.96,7020000,35000000000000000000000000000000,*
2008,B1851-79,314.322,-27.065,1.279193,1.86E-15,0.781743,39,*,*,*,*,3.87,3.87,10900000,35100000000000000000000000000000,*
2006,B1857-26,10.342,-13.451,0.612209,2.05E-16,1.633429,37.99,*,*,*,*,0.7,1.71,47400000,35200000000000000000000000000000,51.316
923,J1611-4811,333.621,2.421,1.29685,1.95E-15,0.771099,221,*,*,*,*,5.41,5.41,10500000,35300000000000000000000000000000,*
1427,B1745-56,336.637,-14.262,1.33231,2.12E-15,0.750576,58,*,*,*,*,2.66,2.66,9960000,35400000000000000000000000000000,*
911,B1601-52,329.732,-0.484,0.658013,2.56E-16,1.519727,35.1,*,*,*,*,1.28,1.28,40700000,35500000000000000000000000000000,*
2149,J1915+0738,42.466,-1.803,1.542704,3.31E-15,0.648212,39,*,*,*,*,1.98,1.98,7390000,35500000000000000000000000000000,*
435,J1057-4754,284.007,10.739,0.628306,2.25E-16,1.591581,60,*,*,*,*,3.03,3.03,44300000,35800000000000000000000000000000,*
1775,J1835-09242,22.739,-0.744,0.235249,1.18E-17,4.250816,500,*,*,*,*,6.85,6.85,315000000,35900000000000000000000000000000,*
514,J1156-5909,295.912,2.966,1.037931,1.02E-15,0.963455,219.2,*,*,*,*,8.76,8.76,16100000,36000000000000000000000000000000,*
2129,B1910+20,54.086,4.989,2.232969,1.02E-14,0.447834,88.34,*,*,*,*,4.84,4.84,3480000,36100000000000000000000000000000,*
2399,J2040+1657,61.286,-14.852,0.865606,5.95E-16,1.15526,50.7,*,*,*,*,3.51,3.51,23100000,36200000000000000000000000000000,*
563,J1245-6238,302.233,0.215,2.283093,1.09E-14,0.438002,336.2,*,*,*,*,14.63,14.63,3310000,36200000000000000000000000000000,*
2130,J1912+2525,57.933,7.042,0.621976,2.25E-16,1.607778,37.84,*,*,*,*,2.02,2.02,43800000,36900000000000000000000000000000,*
332,B0917+63,151.431,40.725,1.567994,3.61E-15,0.637758,13.16,*,*,*,*,0.79,0.79,6890000,36900000000000000000000000000000,*
914,J1607-6449,321.953,-9.486,0.298116,2.49E-17,3.354395,89.39,*,*,*,*,3.82,3.82,190000000,37100000000000000000000000000000,*
1471,B1753-24,5.027,0.044,0.67048,2.85E-16,1.491469,367.1,*,*,*,*,4.96,4.96,37300000,37300000000000000000000000000000,*
2523,B2323+63,113.418,2.013,1.43631,2.83E-15,0.696229,197.37,*,*,*,*,10.86,10.86,8050000,37600000000000000000000000000000,*
150,J0459-0210,201.444,-25.678,1.133076,1.4E-15,0.882553,21.02,*,*,*,*,1.3,1.3,12800000,37900000000000000000000000000000,*
1139,J1702-4217,344.078,-0.329,0.227565,1.14E-17,4.39435,629,*,*,*,*,7.49,7.49,316000000,38200000000000000000000000000000,*
2463,B2154+40,90.488,-11.341,1.525266,3.43E-15,0.655624,70.86,*,*,*,*,2.9,5.58,7040000,38200000000000000000000000000000,16.648
374,J1006-6311,285.55,-6.029,0.835797,5.73E-16,1.196462,195.99,*,*,*,*,9.3,9.3,23100000,38700000000000000000000000000000,*
88,B0226+70,131.155,9.181,1.46682,3.11E-15,0.681747,46.64,*,*,*,*,2.25,2.25,7470000,38900000000000000000000000000000,*
251,J0733-2345,238.713,-2.03,1.79625,5.7E-15,0.556715,194,*,*,*,*,11.95,11.95,4990000,38900000000000000000000000000000,*
746,B1454-51,322.134,6.722,1.748301,5.29E-15,0.571984,37,*,*,*,*,1.37,1.37,5240000,39100000000000000000000000000000,*
1485,J1759-1029,17.596,6.504,2.512263,1.57E-14,0.398048,110,*,*,*,*,3.77,3.77,2530000,39200000000000000000000000000000,*
231,J0646+0905,204.271,3.051,0.903913,7.36E-16,1.106301,149,*,*,*,*,9.5,9.5,19500000,39300000000000000000000000000000,*
1249,J1725-2852,357.636,3.803,1.257788,1.99E-15,0.795047,161,*,*,*,*,4.09,4.09,10000000,39500000000000000000000000000000,*
1847,J1842+0257,34.558,3.336,3.088256,2.96E-14,0.323807,148.1,*,*,*,*,3.93,3.93,1650000,39700000000000000000000000000000,*
43,B0052+51,123.621,-11.576,2.115171,9.54E-15,0.472775,44.12,*,*,*,*,2.4,2.4,3510000,39800000000000000000000000000000,*
1015,B1633+24,42.993,39.889,0.490507,1.19E-16,2.038709,24.32,*,*,*,*,2.27,2.27,65100000,39900000000000000000000000000000,*
329,J0912-3851,263.165,6.584,1.526085,3.59E-15,0.655271,70,*,*,*,*,0.62,0.62,6740000,39900000000000000000000000000000,*
1768,J1834-1710,15.768,-4.206,0.358306,4.69E-17,2.79091,123.8,*,*,*,*,3.53,3.53,121000000,40300000000000000000000000000000,*
566,J1248-6444,302.623,-1.863,1.234893,1.93E-15,0.809786,236.4,*,*,*,*,9.55,9.55,10100000,40500000000000000000000000000000,*
2216,B1925+18,53.718,0.956,0.482766,1.16E-16,2.071396,254,*,*,*,*,10.28,10.28,65900000,40700000000000000000000000000000,*
850,B1541+09,17.811,45.775,0.748448,4.32E-16,1.336097,35.01,*,*,*,*,5.9,2.61,27400000,40700000000000000000000000000000,8.133
554,J1238+21,272.789,83.962,1.118591,1.45E-15,0.893982,17.5,*,*,*,*,1.77,1.77,12300000,40800000000000000000000000000000,*
2527,B2327-20,49.394,-70.19,1.643622,4.63E-15,0.608412,8.46,*,*,*,*,0.47,0.47,5620000,41200000000000000000000000000000,74.867
2497,B2241+69,112.221,9.695,1.664501,4.82E-15,0.600781,40.74,*,*,*,*,2.3,2.3,5470000,41300000000000000000000000000000,*
1670,J1823-1526,16.033,-0.948,1.625405,4.52E-15,0.615231,611,*,*,*,*,9.17,9.17,5700000,41500000000000000000000000000000,*
835,J1538-5621,324.608,-0.703,1.908494,7.31E-15,0.523973,150,*,*,*,*,3.76,3.76,4140000,41500000000000000000000000000000,*
2397,J2038-3816,3.855,-36.74,1.577286,4.13E-15,0.634,33.96,*,*,*,*,2.94,2.94,6050000,41600000000000000000000000000000,*
747,J1457-5900,318.561,-0.027,1.498637,3.66E-15,0.667273,175,*,*,*,*,4.25,4.25,6490000,42900000000000000000000000000000,*
2466,J2205+1444,73.886,-31.885,0.938014,9E-16,1.066082,36.72,*,*,*,*,3.33,3.33,16500000,43100000000000000000000000000000,*
241,J0709-5923,270.029,-20.899,0.485268,1.26E-16,2.060715,65,*,*,*,*,4.94,4.94,61000000,43500000000000000000000000000000,*
1309,J1738-2330,3.731,4.28,1.978847,8.56E-15,0.505345,99.3,*,*,*,*,2.79,2.79,3660000,43600000000000000000000000000000,*
802,J1528-3146,337.939,20.217,0.060822,2.49E-19,16.441357,18.16,DD,3.1803,11.4523,CO[jbo+07],0.99,0.99,3870000000,43700000000000000000000000000000,*
281,B0818-13,235.89,12.595,1.23813,2.11E-15,0.80767,40.94,*,*,*,*,1.9,2.45,9320000,43800000000000000000000000000000,44.987
1173,B1701-75,316.676,-20.221,1.191024,1.88E-15,0.839614,37,*,*,*,*,2.01,2.01,10000000,43900000000000000000000000000000,*
2448,J2139+2242,75.293,-21.92,1.083514,1.42E-15,0.922923,44.1,*,*,*,*,4.71,4.71,12100000,44100000000000000000000000000000,*
1449,J1753-2240,6.299,1.663,0.095138,9.7E-19,10.511068,158.6,BT,13.6376,18.1154,NS(?)[kkl+09],3.46,3.46,1550000000,44500000000000000000000000000000,*
616,J1321-5922,306.778,3.265,1.279058,2.37E-15,0.781826,383,*,*,*,*,30,30,8550000,44700000000000000000000000000000,*
2460,B2152-31,15.845,-51.577,1.030002,1.24E-15,0.970872,14.85,*,*,*,*,0.97,0.97,13200000,44800000000000000000000000000000,*
806,J1529-5355,325.006,2.009,0.891265,8.1E-16,1.122001,292,*,*,*,*,7.75,7.75,17400000,45200000000000000000000000000000,*
722,J1434-6029,315.31,-0.13,0.963348,1.03E-15,1.038046,282,*,*,*,*,5.78,5.78,14800000,45500000000000000000000000000000,*
306,B0844-35,257.19,4.71,1.116097,1.6E-15,0.895979,94.16,*,*,*,*,1.43,1.43,11000000,45500000000000000000000000000000,94.202
1817,J1839-0627,25.807,-0.266,0.484914,1.32E-16,2.062223,88.5,*,*,*,*,2.33,2.33,58300000,45600000000000000000000000000000,*
2507,J2302+6028,109.859,0.398,1.206404,2.04E-15,0.82891,156.7,*,*,*,*,6.8,6.8,9370000,45900000000000000000000000000000,*
829,J1537-5153,327.088,3.035,1.528124,4.17E-15,0.654397,93,*,*,*,*,2.63,2.63,5800000,46200000000000000000000000000000,*
1062,J1645+1012,27.719,32.548,0.410861,8.13E-17,2.433915,36.3,*,*,*,*,3.27,3.27,80100000,46300000000000000000000000000000,*
537,J1225-6035,299.748,2.117,0.626324,2.88E-16,1.596618,176.1,*,*,*,*,6.19,6.19,34500000,46300000000000000000000000000000,*
547,J1232-6501,300.911,-2.221,0.088282,8.11E-19,11.327349,239.4,ELL1,1.8633,1.614,He[eb01b],10,10,1730000000,46500000000000000000000000000000,*
2183,J1920+1110,46.152,-1.199,0.509886,1.56E-16,1.961223,182,*,*,*,*,5.01,5.01,51800000,46500000000000000000000000000000,*
1111,J1655-3844,346.046,2.906,1.193439,2E-15,0.837914,365,*,*,*,*,11.94,11.94,9450000,46500000000000000000000000000000,*
1827,J1840-0753,24.698,-1.242,0.437869,1E-16,2.283788,691,*,*,*,*,11.71,11.71,69400000,47000000000000000000000000000000,*
1171,J1708-4522,342.22,-3.006,1.297837,2.61E-15,0.770513,454,*,*,*,*,30,30,7870000,47200000000000000000000000000000,*
1983,B1854+00,34.417,-0.805,0.356929,5.46E-17,2.801678,82.39,*,*,*,*,2.63,2.63,104000000,47400000000000000000000000000000,*
63,J0133-6957,297.691,-46.739,0.463474,1.2E-16,2.15762,22.95,*,*,*,*,2.42,2.42,61200000,47600000000000000000000000000000,*
2346,J2005+3547,72.581,2.18,0.615034,2.81E-16,1.625927,401.6,*,*,*,*,30,30,34700000,47600000000000000000000000000000,*
2359,J2010+3230,70.391,-0.495,1.442448,3.62E-15,0.693266,371.8,*,*,*,*,18.89,18.89,6320000,47600000000000000000000000000000,*
2422,B2106+44,86.909,-2.012,0.414871,8.62E-17,2.41039,139.83,*,*,*,*,5.28,5.28,76200000,47700000000000000000000000000000,3.77
247,J0725-1635,231.473,-0.33,0.424311,9.26E-17,2.35676,98.98,*,*,*,*,4.68,4.68,72600000,47900000000000000000000000000000,*
2179,J1919+1645,50.954,1.642,0.56279,2.16E-16,1.776862,208,*,*,*,*,9.56,9.56,41300000,47900000000000000000000000000000,*
2421,J2108-3429,9.698,-42.163,1.423102,3.5E-15,0.70269,30.22,*,*,*,*,2.63,2.63,6440000,48000000000000000000000000000000,*
137,B0447-12,211.075,-32.629,0.438014,1.03E-16,2.283031,37.04,*,*,*,*,3.27,3.27,67600000,48200000000000000000000000000000,*
789,J1522-5525,323.231,1.397,1.389605,3.3E-15,0.719629,79,*,*,*,*,1.89,1.89,6670000,48600000000000000000000000000000,*
969,B1620-09,5.297,27.178,1.276446,2.58E-15,0.783425,68.18,*,*,*,*,3.86,3.86,7840000,49000000000000000000000000000000,*
51,B0059+65,124.08,2.773,1.679164,5.95E-15,0.595534,65.85,*,*,*,*,2.45,2.45,4470000,49700000000000000000000000000000,*
2161,J1916+0852,43.674,-1.448,2.182746,1.31E-14,0.458139,295,*,*,*,*,6.98,6.98,2640000,49700000000000000000000000000000,*
1386,J1748-2444,3.955,1.564,0.442838,1.11E-16,2.25816,207.33,*,*,*,*,3.89,3.89,63000000,50600000000000000000000000000000,*
401,J1032-5206,282.354,5.128,2.407622,1.79E-14,0.415348,139,*,*,*,*,4.33,4.33,2130000,50600000000000000000000000000000,*
123,B0410+69,138.911,13.667,0.390715,7.66E-17,2.55941,27.46,*,*,*,*,1.57,1.57,80800000,50700000000000000000000000000000,12.649
1032,J1638-3951,343.005,4.744,0.77113,5.9E-16,1.296798,249,*,*,*,*,10.96,10.96,20700000,50800000000000000000000000000000,*
1550,J1807+0756,35.149,13.276,0.4643,1.29E-16,2.153778,89.29,*,*,*,*,7.66,7.66,56900000,51000000000000000000000000000000,*
2224,B1926+18,53.852,0.461,1.22047,2.36E-15,0.819356,112,*,*,*,*,5.34,5.34,8190000,51200000000000000000000000000000,*
1122,J1700-3611,348.679,3.672,1.494091,4.32E-15,0.669303,232.7,*,*,*,*,6.48,6.48,5470000,51200000000000000000000000000000,*
653,J1346-4918,312.059,12.594,0.299625,3.5E-17,3.337504,74.42,*,*,*,*,3.9,3.9,136000000,51400000000000000000000000000000,*
279,J0818-3049,249.983,2.908,0.763742,5.8E-16,1.309343,133.7,*,*,*,*,4.17,4.17,20900000,51400000000000000000000000000000,*
606,J1313+0931,320.366,71.657,0.848933,8E-16,1.17795,12,*,*,*,*,0.78,0.78,16800000,51600000000000000000000000000000,*
1007,J1633-2009,357.631,18.331,0.935557,1.07E-15,1.068882,48.19,*,*,*,*,2.76,2.76,13900000,51600000000000000000000000000000,*
38,B0045+33,122.255,-28.666,1.217094,2.35E-15,0.821629,39.94,*,*,*,*,3.68,3.68,8190000,51600000000000000000000000000000,*
2030,J1902+0248,36.738,-1.249,1.223777,2.41E-15,0.817142,272,*,*,*,*,6.09,6.09,8060000,51800000000000000000000000000000,*
1295,J1735-0243,21.564,15.448,0.782887,6.32E-16,1.277324,55.4,*,*,*,*,3.25,3.25,19600000,52000000000000000000000000000000,*
1339,J1741-3016,358.346,0.13,1.893749,8.99E-15,0.528053,382,*,*,*,*,5.02,5.02,3340000,52300000000000000000000000000000,*
300,J0838-2621,248.807,8.981,0.308581,3.9E-17,3.240644,116.9,*,*,*,*,4.56,4.56,125000000,52400000000000000000000000000000,*
1532,J1803-3329,358.015,-5.637,0.633412,3.37E-16,1.578751,170.9,*,*,*,*,6.01,6.01,29800000,52400000000000000000000000000000,*
2277,J1941+1026,48.004,-6.153,0.905394,9.96E-16,1.104492,138.91,*,*,*,*,8.6,8.6,14400000,53000000000000000000000000000000,*
936,B1612+07,20.633,38.163,1.206801,2.36E-15,0.828637,21.39,*,*,*,*,1.77,1.77,8100000,53000000000000000000000000000000,*
1962,J1853-0649,27.077,-3.545,1.048132,1.55E-15,0.954078,44.54,*,*,*,*,1.89,1.89,10700000,53100000000000000000000000000000,*
1602,J1813-2242,8.529,-2.329,0.328514,4.78E-17,3.044008,333,*,*,*,*,6.78,6.78,109000000,53200000000000000000000000000000,*
1736,J1831-0823,23.211,0.548,0.612133,3.09E-16,1.633632,245.9,*,*,*,*,4.41,4.41,31400000,53200000000000000000000000000000,*
2254,B1933+17,53.691,-1.313,0.654408,3.78E-16,1.528098,214.6,*,*,*,*,9.57,9.57,27400000,53200000000000000000000000000000,*
800,B1524-39,333.05,14.02,2.417582,1.91E-14,0.413636,49,*,*,*,*,2.01,2.01,2010000,53300000000000000000000000000000,*
198,J0609+2130,189.192,1.04,0.055698,2.35E-19,17.953962,38.73,*,*,*,*,1.82,1.82,3760000000,53700000000000000000000000000000,*
561,J1244-6359,302.204,-1.134,0.147274,4.4E-18,6.79005,286,DD,17.1707,24.0329,CO[ncb+15],12.05,12.05,530000000,54400000000000000000000000000000,*
2505,J2301+5852,109.087,-0.996,6.979071,4.71E-13,0.143286,*,*,*,*,*,3.3,*,235000,54700000000000000000000000000000,6.801
473,J1124-5638,291.209,4.246,0.18556,9E-18,5.389093,289.5,*,*,*,*,23.74,23.74,327000000,55600000000000000000000000000000,*
674,J1403-6310,310.928,-1.423,0.39917,9E-17,2.505197,305,*,*,*,*,6.14,6.14,70300000,55900000000000000000000000000000,*
344,J0934-4154,268.361,7.411,0.570409,2.69E-16,1.753127,113.79,*,*,*,*,3.2,3.2,33600000,57200000000000000000000000000000,*
2410,B2045-16,30.514,-33.077,1.961572,1.1E-14,0.509795,11.46,*,*,*,*,0.95,0.64,2840000,57300000000000000000000000000000,113.253
2366,J2016+1948,60.522,-8.675,0.06494,4.01E-19,15.398738,33.81,BT,635.0238,150.773,He[gsf+11],1.83,1.83,2570000000,57800000000000000000000000000000,3.106
501,J1143-5536,293.334,5.993,0.685358,4.85E-16,1.45909,185,*,*,*,*,11.44,11.44,22400000,59500000000000000000000000000000,*
2426,B2110+27,74.993,-14.025,1.202852,2.62E-15,0.831358,25.12,*,*,*,*,2.61,2.61,7270000,59500000000000000000000000000000,58.694
1226,B1717-16,7.374,11.537,1.565601,5.8E-15,0.638732,44.83,*,*,*,*,1.76,1.76,4280000,59600000000000000000000000000000,*
2243,J1932-3655,2.072,-23.546,0.57142,2.84E-16,1.750025,59.88,*,*,*,*,4.41,4.41,31900000,60100000000000000000000000000000,*
1966,J1854+0306,35.992,0.834,4.55782,1.45E-13,0.219403,192.4,*,*,*,*,4.11,4.11,498000,60500000000000000000000000000000,*
575,B1254-10,305.205,52.395,0.617308,3.63E-16,1.619938,29.63,*,*,*,*,2.22,2.22,27000000,60900000000000000000000000000000,*
345,B0932-52,275.69,-0.7,1.444773,4.65E-15,0.69215,100,*,*,*,*,2.93,2.93,4920000,60900000000000000000000000000000,*
1721,J1828-1336,18.254,-1.243,0.860332,9.95E-16,1.162342,494.7,*,*,*,*,7.99,7.99,13700000,61700000000000000000000000000000,*
1247,J1724-4500,344.182,-5.121,1.309109,3.51E-15,0.763878,182,*,*,*,*,6.26,6.26,5900000,61800000000000000000000000000000,*
2522,J2325-0530,75.579,-60.2,0.868735,1.03E-15,1.151099,14.97,*,*,*,*,1.07,1.07,13400000,61900000000000000000000000000000,*
1119,J1659-4316,343,-0.547,0.474381,1.71E-16,2.108008,640.9,*,*,*,*,7.93,7.93,44000000,63200000000000000000000000000000,*
1232,B1718-19,4.857,9.738,1.004037,1.62E-15,0.995979,75.7,ELL1,0.2583,0.3533,*,8.6,2.91,9800000,63300000000000000000000000000000,*
1275,J1732-1930,6.417,7.563,0.48377,1.82E-16,2.067098,72.43,*,*,*,*,2.21,2.21,42200000,63400000000000000000000000000000,*
2046,J1903+2225,54.363,7.427,0.651185,4.45E-16,1.535661,109.2,*,*,*,*,7.86,7.86,23200000,63600000000000000000000000000000,*
2087,J1908+0457,39.267,-1.468,0.846793,9.8E-16,1.180926,360,*,*,*,*,9.3,9.3,13700000,63700000000000000000000000000000,*
2189,B1918+19,53.869,2.672,0.821035,8.96E-16,1.217975,153.85,*,*,*,*,8.15,8.15,14500000,63900000000000000000000000000000,*
135,J0448-2749,228.347,-37.918,0.450448,1.48E-16,2.22001,26.22,*,*,*,*,2.87,2.87,48100000,64100000000000000000000000000000,*
2461,B2151-56,337.046,-47.054,1.373654,4.23E-15,0.727985,14,*,*,*,*,0.86,0.86,5150000,64400000000000000000000000000000,*
1882,J1844-0502,27.67,-0.769,0.335163,6.18E-17,2.983627,318,*,*,*,*,5.2,5.2,86000000,64800000000000000000000000000000,*
652,J1345-6115,309.414,0.928,1.253085,3.25E-15,0.798031,278.1,*,*,*,*,5.87,5.87,6110000,65200000000000000000000000000000,*
166,B0523+11,192.695,-13.246,0.354438,7.36E-17,2.821371,79.34,*,*,*,*,7.68,7.68,76300000,65300000000000000000000000000000,30.265
2289,B1941-17,22.314,-19.426,0.841158,9.86E-16,1.188838,56.32,*,*,*,*,5.3,5.3,13500000,65400000000000000000000000000000,*
2479,J2222-0137,62.018,-46.075,0.032818,5.86E-20,30.471214,3.28,DD,2.4458,10.848,CO[blr+13],0.27,0.17,8870000000,65500000000000000000000000000000,45.089
1186,B1709-15,7.417,14.013,0.868804,1.1E-15,1.151007,59.88,*,*,*,*,2.94,2.94,12500000,66400000000000000000000000000000,*
599,B1309-12,310.723,50.095,0.447518,1.51E-16,2.234548,36.21,*,*,*,*,2.3,2.3,47000000,66500000000000000000000000000000,*
2301,B1943-29,11.108,-24.121,0.959448,1.49E-15,1.042266,44.31,*,*,*,*,4.31,4.31,10200000,66500000000000000000000000000000,38.079
417,J1047-3032,273.495,25.127,0.330328,6.1E-17,3.027294,52.54,*,*,*,*,4.14,4.14,85800000,66800000000000000000000000000000,*
2172,J1918-1052,26.226,-10.963,0.798693,8.65E-16,1.252046,62.73,*,*,*,*,2.78,2.78,14600000,67000000000000000000000000000000,*
701,J1420-5625,315.002,4.349,0.034117,6.75E-20,29.310788,64.56,BT,40.2945,29.5398,CO(?)[hfs+04],1.74,1.74,8010000000,67100000000000000000000000000000,*
