#,NAME,Gl(deg),Gb(deg),P0(s),P1,F0(Hz),DM(cm^-3pc),BINARY (type),Binary Period (days),Semi-major axis,BINCOMP,DIST(kpc),DIST_DM(kpc),AGE(Yr),EDOT(ergs/),PMTOT(mas/yr)
1750,J1833-0559,25.514,1.321,0.483459,1.23E-14,2.068428,353,*,*,*,*,5.83,5.83,620000,4310000000000000000000000000000000,*
972,J1623-4949,334.003,-0.214,0.725732,4.21E-14,1.377919,183.3,*,*,*,*,3.76,3.76,273000,4350000000000000000000000000000000,*
1747,J1833-0209,28.918,3.094,0.291931,2.75E-15,3.425471,325.4,*,*,*,*,9.25,9.25,1680000,4370000000000000000000000000000000,*
1490,B1756-22,7.472,0.81,0.460974,1.09E-14,2.169319,177.16,*,*,*,*,3.54,3.54,672000,4380000000000000000000000000000000,*
1506,J1801-1417,14.546,4.162,0.003625,5.31E-21,275.854713,57.21,*,*,*,*,1.8,1.8,10800000000,4400000000000000000000000000000000,24.352
2066,B1904+06,40.604,-0.304,0.267275,2.14E-15,3.741465,472.8,*,*,*,*,7,9.23,1980000,4420000000000000000000000000000000,6.161
324,B0905-51,272.15,-3.031,0.253556,1.83E-15,3.943902,103.72,*,*,*,*,2.63,2.63,2190000,4430000000000000000000000000000000,*
1457,J1755-0903,18.324,8.15,0.19071,7.81E-16,5.243573,63.7,*,*,*,*,2.16,2.16,3870000,4440000000000000000000000000000000,*
1867,J1843-0806,24.806,-1.934,0.536414,1.74E-14,1.864233,215.8,*,*,*,*,4.55,4.55,490000,4440000000000000000000000000000000,*
1681,J1824-1159,19.253,0.324,0.362492,5.38E-15,2.758681,463.4,*,*,*,*,6.09,6.09,1070000,4460000000000000000000000000000000,*
1889,J1845-0635,26.348,-1.603,0.340528,4.49E-15,2.936619,414,*,*,*,*,7.56,7.56,1200000,4490000000000000000000000000000000,*
334,J0922-4949,272.237,0.16,0.950289,9.76E-14,1.052312,237.1,*,*,*,*,10.37,10.37,154000,4490000000000000000000000000000000,*
1494,J1759-2549,4.261,-1.082,0.956549,9.96E-14,1.045425,431,*,*,*,*,5.94,5.94,152000,4490000000000000000000000000000000,*
837,J1538-5732,323.865,-1.617,0.341213,4.55E-15,2.930722,152.7,*,*,*,*,3.88,3.88,1190000,4520000000000000000000000000000000,*
2372,J2019+2425,64.746,-6.624,0.003935,7.02E-21,254.160346,17.2,BT,76.5116,38.7676,He[nss01],0.91,0.91,8880000000,4550000000000000000000000000000000,22.647
2504,B2255+58,108.831,-0.575,0.368246,5.75E-15,2.715573,151.08,*,*,*,*,3,6.4,1010000,4550000000000000000000000000000000,17.804
1703,B1822-09,21.449,1.324,0.769006,5.25E-14,1.30038,19.38,*,*,*,*,0.3,1.41,232000,4560000000000000000000000000000000,15.811
1989,B1855+09,42.29,3.06,0.005362,1.78E-20,186.494078,13.3,ELL1,12.3272,9.2308,He[ktr94],0.7,0.7,4760000000,4570000000000000000000000000000000,6.06
2100,B1907+10,44.832,0.992,0.283641,2.64E-15,3.525579,149.98,*,*,*,*,4.8,4.31,1700000,4570000000000000000000000000000000,9.434
2302,J1946+3417,69.294,4.713,0.00317,3.7E-21,315.443559,110,BT,27,*,*,6.41,6.41,13600000000,4580000000000000000000000000000000,*
1745,B1829-10,21.587,-0.597,0.330354,4.2E-15,3.027055,475.7,*,*,*,*,6.43,6.43,1250000,4600000000000000000000000000000000,*
999,B1626-47,336.403,0.562,0.575971,2.23E-14,1.736197,498,*,*,*,*,6.53,6.53,409000,4600000000000000000000000000000000,*
378,J1012+5307,160.347,50.858,0.005256,1.71E-20,190.267838,9.02,ELL1,0.6047,0.5818,He[cgk98],0.7,0.52,4860000000,4660000000000000000000000000000000,25.738
1994,J1858+0346,37.083,0.182,0.256844,2.04E-15,3.893417,386,*,*,*,*,7.28,7.28,1990000,4750000000000000000000000000000000,*
1308,J1738+0333,27.721,17.742,0.00585,2.41E-20,170.93737,33.77,ELL1,0.3548,0.3434,He[avk+12],1.47,1.97,3840000000,4760000000000000000000000000000000,8.675
692,B1409-62,312.053,-1.718,0.394946,7.43E-15,2.531993,121.98,*,*,*,*,3.68,3.68,842000,4760000000000000000000000000000000,*
753,J1502-5828,319.395,0.133,0.668105,3.64E-14,1.49677,584,*,*,*,*,12.21,12.21,291000,4820000000000000000000000000000000,*
920,J1610-5006,332.278,1.05,0.481119,1.36E-14,2.078488,416,*,*,*,*,6.59,6.59,559000,4830000000000000000000000000000000,*
2287,J1944+0907,47.16,-7.357,0.005185,1.71E-20,192.856521,24.34,*,*,*,*,1.28,1.28,4800000000,4850000000000000000000000000000000,26.415
1475,J1757-2223,7.029,0.97,0.18531,7.82E-16,5.39636,239.3,*,*,*,*,4.11,4.11,3750000,4850000000000000000000000000000000,*
83,J0212+5222,135.332,-8.521,0.376386,6.6E-15,2.656845,38,*,*,*,*,1.91,1.91,904000,4890000000000000000000000000000000,*
1866,J1843-0744,25.092,-1.68,0.475393,1.33E-14,2.103525,321,*,*,*,*,5.77,5.77,566000,4890000000000000000000000000000000,*
167,J0525-6607,276.087,-33.246,8.047,6.5E-11,0.12427,*,*,*,*,*,*,*,1960,4920000000000000000000000000000000,*
1167,J1708-3506,350.47,3.124,0.004505,1.14E-20,221.967751,146.73,DD,149.1332,33.5842,He[bbb+11],3.5,3.5,6250000000,4930000000000000000000000000000000,5.665
2416,J2055+2539,70.688,-12.519,0.319561,4.08E-15,3.129291,*,*,*,*,*,*,*,1240000,4940000000000000000000000000000000,*
510,J1152-6012,295.716,1.843,0.37657,6.69E-15,2.655552,74,*,*,*,*,2.09,2.09,893000,4940000000000000000000000000000000,*
1321,B1736-31,357.096,-0.22,0.529441,1.86E-14,1.888785,600.1,*,*,*,*,7.68,7.68,451000,4940000000000000000000000000000000,*
1540,J1805-2032,9.53,0.313,0.405769,8.39E-15,2.464453,932.3,*,*,*,*,11.87,11.87,766000,4960000000000000000000000000000000,*
570,J1253-5820,303.2,4.526,0.255496,2.1E-15,3.913951,100.58,*,*,*,*,2.94,2.94,1930000,4970000000000000000000000000000000,*
1620,J1817-1511,15.595,0.391,0.224604,1.43E-15,4.452284,970,*,*,*,*,11.58,11.58,2490000,4990000000000000000000000000000000,*
627,B1323-62,307.074,0.204,0.529913,1.89E-14,1.887102,318.8,*,*,*,*,4,6.62,445000,5010000000000000000000000000000000,*
1964,J1853+1303,44.875,5.367,0.004092,8.72E-21,244.391378,30.57,BT,115.6538,40.7695,He[gsf+11],1.6,1.6,7440000000,5020000000000000000000000000000000,3.356
2162,B1914+09,44.556,-1.019,0.270254,2.52E-15,3.700217,60.95,*,*,*,*,2.88,2.88,1700000,5040000000000000000000000000000000,9.027
1678,B1820-31,2.12,-8.273,0.284054,2.93E-15,3.520453,50.24,*,*,*,*,1.66,1.66,1540000,5040000000000000000000000000000000,*
1876,B1842-02,29.727,0.235,0.507722,1.67E-14,1.969581,429,*,*,*,*,5.99,5.99,481000,5050000000000000000000000000000000,*
1748,B1831-03,27.657,2.272,0.686704,4.16E-14,1.456231,234.54,*,*,*,*,5.07,5.07,262000,5070000000000000000000000000000000,*
2328,B1953+29,65.839,0.443,0.006133,2.97E-20,163.047913,104.5,BT,117.3491,31.4127,He[gsf+11],5.39,5.39,3270000000,5090000000000000000000000000000000,4.219
2174,B1916+14,49.096,0.866,1.181023,2.12E-13,0.846723,27.2,*,*,*,*,1.41,1.41,88100,5090000000000000000000000000000000,*
1234,J1721-2457,0.387,6.751,0.003497,5.54E-21,285.989344,47.76,*,*,*,*,1.56,1.56,10000000000,5120000000000000000000000000000000,14.115
2252,B1933+16,52.436,-2.093,0.358738,6E-15,2.787546,158.52,*,*,*,*,3.7,7.93,947000,5130000000000000000000000000000000,16.13
2214,J1926+2016,54.851,1.802,0.299072,3.5E-15,3.343679,247,*,*,*,*,11.85,11.85,1350000,5170000000000000000000000000000000,*
608,J1316-6232,305.848,0.191,0.342825,5.3E-15,2.916937,983.3,*,*,*,*,30,30,1030000,5190000000000000000000000000000000,*
1351,J1744-1134,14.794,9.18,0.004075,8.93E-21,245.42612,3.14,*,*,*,*,0.4,0.17,7230000000,5210000000000000000000000000000000,21.01
887,J1558-5756,325.731,-3.604,1.122342,1.86E-13,0.890994,127.8,*,*,*,*,3.74,3.74,95400,5210000000000000000000000000000000,*
1459,J1755-2025,8.48,2.416,0.322231,4.42E-15,3.103362,364.3,*,*,*,*,8.64,8.64,1150000,5220000000000000000000000000000000,*
355,J0945-4833,274.199,3.674,0.331586,4.83E-15,3.015813,98.1,*,*,*,*,2.71,2.71,1090000,5230000000000000000000000000000000,*
2306,J1947+1957,56.987,-2.658,0.157509,5.23E-16,6.348862,185.8,*,*,*,*,9.51,9.51,4780000,5280000000000000000000000000000000,*
2023,J1901+0510,38.737,0.025,0.614757,3.11E-14,1.62666,429,*,*,*,*,8.47,8.47,313000,5280000000000000000000000000000000,*
2334,J1957+5033,84.584,11.013,0.374806,7.08E-15,2.668045,*,*,*,*,*,*,*,839000,5310000000000000000000000000000000,*
398,J1024-0719,251.702,40.516,0.005162,1.85E-20,193.715683,6.49,*,*,*,*,1.1,0.35,4410000000,5320000000000000000000000000000000,59.858
1894,J1846+0051,33.162,1.44,0.434373,1.12E-14,2.30217,140,*,*,*,*,3.2,3.2,613000,5410000000000000000000000000000000,*
1328,J1740-3052,357.811,-0.132,0.570313,2.55E-14,1.753422,738.78,MSS,231.0296,756.9079,MS[bbn+11],10.84,10.84,354000,5430000000000000000000000000000000,*
2413,J2051-0827,39.192,-30.411,0.004509,1.27E-20,221.796287,20.74,BT,0.0991,0.0451,UL[sbb96],1.28,1.28,5610000000,5490000000000000000000000000000000,5.308
2061,J1905+0616,40.069,-0.169,0.989706,1.35E-13,1.010401,256.05,*,*,*,*,5.24,5.24,116000,5510000000000000000000000000000000,*
59,J0113-7220,300.615,-44.688,0.325883,4.86E-15,3.068586,125.49,*,*,*,*,59.7,2.51,1060000,5540000000000000000000000000000000,*
794,J1524-5819,321.907,-1.201,0.961043,1.26E-13,1.040537,406.6,*,*,*,*,10.87,10.87,121000,5600000000000000000000000000000000,*
422,J1050-5953,288.256,-0.52,6.452077,3.81E-11,0.154989,*,*,*,*,*,9,*,2680,5600000000000000000000000000000000,*
1044,J1640-4648,338.114,-0.215,0.178352,8.06E-16,5.606888,474,*,*,*,*,6.1,6.1,3510000,5610000000000000000000000000000000,*
250,B0727-18,233.76,-0.341,0.51016,1.9E-14,1.960168,61.29,*,*,*,*,3.25,3.25,426000,5640000000000000000000000000000000,*
228,J0636+5129,163.909,18.643,0.002869,3.38E-21,348.559232,11.11,ELL1,0.0666,0.009,UL[slr+14],0.2,0.61,13400000000,5650000000000000000000000000000000,4.742
1603,J1813-2621,5.322,-4.112,0.00443,1.25E-20,225.733042,112.52,ELL1,8.1598,5.5926,He[lem+15],3.37,3.37,5630000000,5660000000000000000000000000000000,23.18
1564,J1808-3249,359.035,-6.115,0.364912,7.05E-15,2.740385,147.37,*,*,*,*,5.06,5.06,820000,5730000000000000000000000000000000,*
1874,J1844+0115,33.283,2.079,0.004186,1.07E-20,238.917573,148.22,ELL1,50.6459,14.1735,He[csl+12],3.45,3.45,6190000000,5770000000000000000000000000000000,*
1359,J1745+1017,34.869,19.254,0.002652,2.73E-21,377.05547,23.97,ELL1,0.7302,0.0882,UL[bgc+13],1.36,1.36,15400000000,5780000000000000000000000000000000,7.81
978,J1625-4913,334.578,0.041,0.355856,6.65E-15,2.810123,720,*,*,*,*,8.21,8.21,848000,5820000000000000000000000000000000,*
1725,J1829-0734,23.647,1.478,0.318401,4.79E-15,3.140695,316.8,*,*,*,*,5.45,5.45,1050000,5860000000000000000000000000000000,*
111,J0357+3205,162.76,-16.006,0.444104,1.3E-14,2.251722,*,*,*,*,*,*,*,540000,5880000000000000000000000000000000,164.055
2226,J1929+1955,54.879,1.018,0.257832,2.56E-15,3.878495,281,*,*,*,*,12.08,12.08,1600000,5890000000000000000000000000000000,*
1851,J1842-0415,28.086,0.111,0.526682,2.19E-14,1.898678,188,*,*,*,*,4.02,4.02,380000,5930000000000000000000000000000000,*
255,J0737-3039A,245.236,-4.505,0.022699,1.76E-18,44.054069,48.92,DDS,0.1023,1.415,NS[bdp+03],1.1,0.57,204000000,5940000000000000000000000000000000,4.374
1464,J1755-26,3.618,-0.333,0.430872,1.23E-14,2.320874,405,*,*,*,*,5.17,5.17,556000,6060000000000000000000000000000000,*
1150,B1702-19,3.189,13.026,0.298987,4.14E-15,3.344622,22.91,*,*,*,*,1.18,1.18,1140000,6110000000000000000000000000000000,*
2203,B1922+20,55.022,2.328,0.23779,2.09E-15,4.205389,213,*,*,*,*,10.75,10.75,1800000,6140000000000000000000000000000000,*
2291,J1944+2236,58.9,-0.663,0.003618,7.46E-21,276.396328,185.45,*,*,*,*,8.46,8.46,7680000000,6220000000000000000000000000000000,*
1821,J1839+15,45.014,9.477,0.549161,2.61E-14,1.820961,68.1,*,*,*,*,3.94,3.94,333000,6230000000000000000000000000000000,*
1099,J1653-2054,359.969,14.261,0.004129,1.12E-20,242.180871,56.56,ELL1,1.2268,0.6889,He(?)[btb+15],2.64,2.64,5860000000,6260000000000000000000000000000000,*
1320,J1739-3049,357.68,0.152,0.239317,2.18E-15,4.178555,573.2,*,*,*,*,6.97,6.97,1740000,6270000000000000000000000000000000,*
2235,B1929+15,51.406,-1.599,0.314355,5.01E-15,3.181113,140,*,*,*,*,6.41,6.41,993000,6370000000000000000000000000000000,*
1987,J1857+0526,38.438,1.187,0.349951,6.93E-15,2.857541,466.4,*,*,*,*,11.44,11.44,800000,6380000000000000000000000000000000,*
2166,B1914+13,47.576,0.451,0.281842,3.65E-15,3.548082,237.01,*,*,*,*,4.5,6.16,1220000,6430000000000000000000000000000000,*
980,J1626-4537,337.346,2.367,0.370141,8.28E-15,2.701672,237,*,*,*,*,5.41,5.41,708000,6450000000000000000000000000000000,*
696,J1416-6037,313.179,0.535,0.29558,4.28E-15,3.383173,289.2,*,*,*,*,5.72,5.72,1090000,6540000000000000000000000000000000,*
254,J0737-2202,237.685,-0.318,0.320366,5.47E-15,3.121426,95.7,*,*,*,*,4.3,4.3,928000,6570000000000000000000000000000000,*
492,B1133-55,292.308,5.89,0.364706,8.22E-15,2.741938,85.5,*,*,*,*,2.6,2.6,703000,6690000000000000000000000000000000,*
1718,J1828-1007,21.324,0.424,0.153197,6.13E-16,6.527544,302.6,*,*,*,*,4.72,4.72,3960000,6740000000000000000000000000000000,*
2432,J2124-3358,10.925,-45.438,0.004931,2.06E-20,202.793894,4.6,*,*,*,*,0.41,0.25,3800000000,6770000000000000000000000000000000,52.038
977,J1625-4904,334.69,0.145,0.460339,1.68E-14,2.17231,684.8,*,*,*,*,7.94,7.94,435000,6780000000000000000000000000000000,*
333,B0919+06,225.42,36.392,0.430627,1.37E-14,2.322195,27.3,*,*,*,*,1.1,2.61,497000,6790000000000000000000000000000000,88.422
2126,J1911+1347,47.518,1.809,0.004626,1.71E-20,216.171231,30.99,*,*,*,*,1.6,1.6,4280000000,6830000000000000000000000000000000,*
2198,J1923+2515,58.946,4.749,0.003788,9.42E-21,263.980714,18.86,*,*,*,*,0.99,0.99,6370000000,6840000000000000000000000000000000,15.931
388,J1017-7156,291.558,-12.553,0.002339,2.22E-21,427.621905,94.22,DD,6.5119,4.83,He[kjb+12],0.26,8.1,16700000000,6850000000000000000000000000000000,9.957
1273,J1731-3322,354.601,0.225,0.544671,2.81E-14,1.835972,877.4,*,*,*,*,11.98,11.98,307000,6860000000000000000000000000000000,*
2140,J1913+1145,45.92,0.476,0.306069,5.02E-15,3.267241,637,*,*,*,*,15.06,15.06,967000,6910000000000000000000000000000000,*
2437,B2127+11C,65.03,-27.315,0.030529,4.99E-18,32.755423,67.13,DD,0.3353,2.5185,NS[jcj+06],12.9,3.84,97000000,6920000000000000000000000000000000,3.547
1923,J1849+0127,34.034,1.043,0.542155,2.8E-14,1.844489,207.3,*,*,*,*,4.54,4.54,307000,6930000000000000000000000000000000,*
1787,J1836-1324,19.348,-2.91,0.178756,1.04E-15,5.594207,157.33,*,*,*,*,3.91,3.91,2730000,7160000000000000000000000000000000,*
1941,J1851+0118,34.153,0.504,0.906977,1.37E-13,1.102564,418,*,*,*,*,6.75,6.75,105000,7230000000000000000000000000000000,*
267,J0751+1807,202.73,21.086,0.003479,7.79E-21,287.457859,30.25,ELL1,0.2631,0.3966,He[nsk08],0.4,2.02,7080000000,7300000000000000000000000000000000,6.01
1053,J1643-1224,5.669,21.218,0.004622,1.85E-20,216.373337,62.41,DD,147.0173,25.0726,He[lnl+95],0.74,4.86,3970000000,7380000000000000000000000000000000,7.128
1440,J1751-2857,0.646,-1.124,0.003915,1.13E-20,255.436115,42.81,BT,110.7465,32.5282,He[sfl+05],1.44,1.44,5510000000,7410000000000000000000000000000000,*
1727,B1826-17,14.604,-3.418,0.307133,5.55E-15,3.255919,217.11,*,*,*,*,5.49,5.49,877000,7570000000000000000000000000000000,151.605
580,J1301-6310,304.064,-0.328,0.66383,5.64E-14,1.506411,86.1,*,*,*,*,2.06,2.06,186000,7620000000000000000000000000000000,*
1212,J1717-4043,347.016,-1.695,0.397857,1.22E-14,2.513463,452.6,*,*,*,*,9.03,9.03,515000,7670000000000000000000000000000000,*
1651,J1821-1419,16.815,-0.043,1.65601,8.95E-13,0.603861,1123,*,*,*,*,11.93,11.93,29300,7780000000000000000000000000000000,*
934,J1613-5211,331.197,-0.784,0.457502,1.92E-14,2.185784,360.1,*,*,*,*,6.14,6.14,377000,7930000000000000000000000000000000,*
628,B1323-627,306.966,-0.429,0.196479,1.53E-15,5.089611,294.91,*,*,*,*,6.5,6.5,2040000,7960000000000000000000000000000000,*
891,J1600-3053,344.09,16.451,0.003598,9.5E-21,277.937707,52.32,DD,14.3485,8.8017,He[jbo+07],1.8,2.67,6000000000,8050000000000000000000000000000000,7.288
748,J1457-5902,318.538,-0.037,0.390739,1.23E-14,2.559251,477.2,*,*,*,*,11.33,11.33,503000,8140000000000000000000000000000000,*
966,J1622-4950,333.849,-0.102,4.3261,1.7E-11,0.231155,820,*,*,*,*,9.14,9.14,4030,8290000000000000000000000000000000,*
1058,B1641-45,339.193,-0.195,0.45506,2.01E-14,2.197514,478.8,*,*,*,*,4.5,6.09,359000,8420000000000000000000000000000000,*
1779,J1835-1020,21.98,-1.302,0.302448,5.92E-15,3.306352,113.7,*,*,*,*,2.57,2.57,810000,8450000000000000000000000000000000,*
1009,J1633-4805,336.29,-0.11,0.71083,7.69E-14,1.406806,1120,*,*,*,*,11.9,11.9,146000,8450000000000000000000000000000000,*
199,J0610-2100,227.747,-18.184,0.003861,1.24E-20,258.978479,60.67,BT,0.286,0.0735,UL[pmd+12],5.64,5.64,4950000000,8470000000000000000000000000000000,13.038
1364,B1742-30,358.553,-0.963,0.367429,1.07E-14,2.721616,88.37,*,*,*,*,0.2,2.08,546000,8490000000000000000000000000000000,7.211
419,J1047-6709,291.314,-7.132,0.198451,1.69E-15,5.039016,116.16,*,*,*,*,4.67,4.67,1860000,8520000000000000000000000000000000,*
808,J1530-5327,325.328,2.347,0.278957,4.68E-15,3.584785,49.6,*,*,*,*,1.46,1.46,944000,8520000000000000000000000000000000,*
471,J1123-6651,294.469,-5.442,0.232976,2.75E-15,4.29228,111.2,*,*,*,*,3.48,3.48,1340000,8590000000000000000000000000000000,*
2241,B1929+20,55.575,0.639,0.268217,4.22E-15,3.728319,211.15,*,*,*,*,5,9.15,1010000,8630000000000000000000000000000000,*
477,J1125-6014,292.504,0.894,0.00263,4.01E-21,380.1731,52.95,ELL1,8.7526,8.3392,He[lfl+06],1.94,1.94,10400000000,8690000000000000000000000000000000,*
2047,J1903-7051,324.391,-26.508,0.003598,1.04E-20,277.940062,19.66,ELL1,11.0508,9.9389,He[kcj+12],1.13,1.13,5460000000,8840000000000000000000000000000000,18.26
1892,J1845-1114,22.276,-3.855,0.20622,2.01E-15,4.849191,206.7,*,*,*,*,5.82,5.82,1630000,9030000000000000000000000000000000,*
2128,B1910+10,44.794,0.152,0.409349,1.58E-14,2.4429,147,*,*,*,*,4.23,4.23,411000,9070000000000000000000000000000000,*
2152,B1913+10,44.707,-0.651,0.404547,1.53E-14,2.471898,241.69,*,*,*,*,7,5.32,420000,9100000000000000000000000000000000,7.018
365,J0957-5432,279.448,0.227,0.203557,1.95E-15,4.912636,226.1,*,*,*,*,7,7,1660000,9110000000000000000000000000000000,*
1318,B1736-29,359.206,1.064,0.322882,7.88E-15,3.097103,138.56,*,*,*,*,3.19,3.19,649000,9240000000000000000000000000000000,*
1743,B1829-08,23.272,0.298,0.647293,6.39E-14,1.544896,300.87,*,*,*,*,5.2,4.75,161000,9300000000000000000000000000000000,20.396
954,J1618-4723,335.037,2.184,0.203553,1.99E-15,4.912728,134.7,*,*,*,*,3.42,3.42,1620000,9330000000000000000000000000000000,*
2315,J1950+2414,61.098,-1.169,0.004305,1.89E-20,232.300149,142.09,BT,22.1914,14.22,He[kls+15],7.29,7.29,3610000000,9350000000000000000000000000000000,*
1383,J1748-2021D,7.734,3.809,0.013496,5.87E-19,74.097014,224.98,BT,0.2861,0.3972,*,8.24,6.02,364000000,9420000000000000000000000000000000,*
1334,J1741-2054,6.425,4.909,0.4137,1.7E-14,2.41721,4.7,*,*,*,*,0.3,0.25,386000,9470000000000000000000000000000000,109.041
778,B1516+02A,3.87,46.802,0.005554,4.12E-20,180.063625,30.08,*,*,*,*,8,2.42,2130000000,9500000000000000000000000000000000,*
2111,J1910+0728,41.74,-0.772,0.325415,8.31E-15,3.072996,283.7,*,*,*,*,6.04,6.04,621000,9520000000000000000000000000000000,*
1933,J1850+0124,34.025,0.959,0.00356,1.09E-20,280.917517,118.89,ELL1,84.9499,34.001,He[csl+12],2.97,2.97,5180000000,9540000000000000000000000000000000,*
1902,B1844-04,28.876,-0.939,0.597769,5.17E-14,1.672887,141.98,*,*,*,*,3.12,3.12,183000,9560000000000000000000000000000000,*
1815,J1839-0436,27.407,0.654,0.149461,8.1E-16,6.690724,292.7,*,*,*,*,4.98,4.98,2920000,9570000000000000000000000000000000,*
1223,B1715-40,347.653,-1.533,0.189094,1.67E-15,5.288361,386.6,*,*,*,*,6.28,6.28,1800000,9740000000000000000000000000000000,*
1080,J1649-4729,338.538,-1.759,0.297692,6.55E-15,3.359174,540.2,*,*,*,*,12.69,12.69,720000,9800000000000000000000000000000000,*
1855,J1842-0905,23.81,-2.136,0.344643,1.05E-14,2.901555,343.3,*,*,*,*,7.41,7.41,520000,10100000000000000000000000000000000,*
793,J1524-5706,322.568,-0.186,1.116049,3.56E-13,0.896018,833,*,*,*,*,21.59,21.59,49600,10100000000000000000000000000000000,*
775,J1515-5720,321.39,0.282,0.286646,6.1E-15,3.488621,482,*,*,*,*,10.32,10.32,745000,10200000000000000000000000000000000,*
470,J1123-6259,293.183,-1.783,0.271434,5.25E-15,3.684136,223.26,*,*,*,*,7.54,7.54,819000,10400000000000000000000000000000000,*
2300,J1946+2611,62.321,0.595,0.43506,2.2E-14,2.298532,165,*,*,*,*,7.78,7.78,314000,10500000000000000000000000000000000,*
262,B0743-53,266.63,-14.275,0.214836,2.73E-15,4.654706,122.3,*,*,*,*,7.14,7.14,1250000,10900000000000000000000000000000000,*
1628,J1818-1448,16.031,0.39,0.281371,6.15E-15,3.554023,644,*,*,*,*,7.96,7.96,725000,10900000000000000000000000000000000,*
2457,B2148+52,97.521,-0.915,0.332206,1.01E-14,3.010183,148.93,*,*,*,*,5.67,5.67,521000,10900000000000000000000000000000000,8.602
216,J0627+0706,203.902,-1.991,0.475877,2.98E-14,2.101383,138.15,*,*,*,*,7.88,7.88,253000,10900000000000000000000000000000000,*
1274,B1727-47,342.565,-7.669,0.829829,1.64E-13,1.205068,123.33,*,*,*,*,4.98,4.98,80400,11300000000000000000000000000000000,*
1790,J1836+5925,88.875,24.999,0.173264,1.5E-15,5.771545,*,*,*,*,*,*,*,1830000,11400000000000000000000000000000000,*
893,B1556-57,325.971,-3.697,0.194454,2.13E-15,5.142592,176.55,*,*,*,*,5.32,5.32,1450000,11400000000000000000000000000000000,*
1079,J1649-4653,339.019,-1.38,0.557019,4.97E-14,1.795272,332,*,*,*,*,5.63,5.63,177000,11400000000000000000000000000000000,*
854,J1544+4937,79.172,50.166,0.002159,2.93E-21,463.115536,23.23,ELL1,0.1208,0.0329,UL[brr+13],2.3,2.3,11700000000,11500000000000000000000000000000000,*
1086,J1650-4502,340.559,-0.351,0.38087,1.61E-14,2.625569,319.7,*,*,*,*,5.09,5.09,376000,11500000000000000000000000000000000,*
656,J1349-6130,309.813,0.587,0.259363,5.13E-15,3.855602,284.6,*,*,*,*,5.82,5.82,802000,11600000000000000000000000000000000,*
2125,J1911-1114,25.137,-9.579,0.003626,1.42E-20,275.805343,30.98,ELL1,2.7166,1.7629,He[llb+96],1.59,1.59,4060000000,11700000000000000000000000000000000,23.77
133,J0437-4715,253.394,-41.963,0.005757,5.73E-20,173.687946,2.64,T2,5.741,3.3667,He[vbv+08],0.16,0.14,1590000000,11900000000000000000000000000000000,140.911
1510,J1801-2154,7.831,0.552,0.375297,1.6E-14,2.664557,387.9,*,*,*,*,5.16,5.16,372000,11900000000000000000000000000000000,*
49,J0101-6422,301.192,-52.72,0.002573,5.16E-21,388.628426,11.93,BT,1.7876,1.701,He[kcj+12],0.73,0.73,7900000000,12000000000000000000000000000000000,15.62
1961,J1853+0545,38.354,2.064,0.1264,6.12E-16,7.911372,198.7,*,*,*,*,4.77,4.77,3270000,12000000000000000000000000000000000,*
1865,J1843-0702,25.741,-1.426,0.191614,2.14E-15,5.218824,228.1,*,*,*,*,4.57,4.57,1420000,12000000000000000000000000000000000,*
1045,B1636-47,337.714,-0.439,0.517405,4.2E-14,1.932723,591.7,*,*,*,*,7.25,7.25,195000,12000000000000000000000000000000000,*
937,J1614-2230,352.636,20.192,0.003151,9.62E-21,317.378942,34.49,ELL1,8.6866,11.2912,CO[dpr+10],0.7,1.77,5190000000,12100000000000000000000000000000000,32.411
1835,J1841+0130,33.116,2.942,0.029773,8.17E-18,33.587732,125.88,ELL1,10.4716,3.5041,He[lfl+06],3.19,3.19,57700000,12200000000000000000000000000000000,*
142,B0456-69,281.29,-35.187,0.320423,1.02E-14,3.120877,94.89,*,*,*,*,49.7,3.06,497000,12300000000000000000000000000000000,*
2341,B2000+32,69.261,0.879,0.696761,1.05E-13,1.435213,142.21,*,*,*,*,6.68,6.68,105000,12300000000000000000000000000000000,*
1890,J1845-0743,25.429,-2.304,0.104695,3.67E-16,9.551596,281,*,*,*,*,5.85,5.85,4520000,12600000000000000000000000000000000,*
530,J1216-6223,298.92,0.201,0.374047,1.68E-14,2.673462,786.6,*,*,*,*,30,30,352000,12700000000000000000000000000000000,*
1361,J1745-2900,359.944,-0.047,3.763733,1.76E-11,0.265694,1778,*,*,*,*,8.3,30,3400,13000000000000000000000000000000000,6.379
2187,J1921+1544,50.35,0.609,0.143576,9.8E-16,6.964968,385,*,*,*,*,15.1,15.1,2320000,13100000000000000000000000000000000,*
203,J0613-0200,210.413,-9.305,0.003062,9.59E-21,326.600562,38.78,ELL1,1.1985,1.0914,He[lnl+95],1.09,2.19,5060000000,13200000000000000000000000000000000,10.517
2063,J1905+0902,42.555,1.056,0.218253,3.5E-15,4.58184,433.4,*,*,*,*,9.14,9.14,988000,13300000000000000000000000000000000,*
841,B1535-56,324.621,-0.806,0.243392,4.85E-15,4.108595,175.88,*,*,*,*,4,4,795000,13300000000000000000000000000000000,*
2367,J2017+0603,48.621,-16.026,0.002896,8.3E-21,345.278137,23.92,ELL1,2.1985,2.1929,He[cgj+11],1.32,1.32,5530000000,13500000000000000000000000000000000,2.354
